[[Snapshot 0] [Node /windows/system32/searchindexer.exe_2476] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/searchindexer.exe_2476 | label=0 | frequency=4
[[Snapshot 0] [Node /windows/system32/wbem/repository/mapping1.map] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/wbem/repository/mapping1.map | label=0 | frequency=1
[[Snapshot 0] [Node /windows/system32/wbem/repository/mapping2.map] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/wbem/repository/mapping2.map | label=0 | frequency=1
[[Snapshot 0] [Node /windows/system32/svchost.exe_1164] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/svchost.exe_1164 | label=0 | frequency=1
[[Snapshot 0] [Node /windows/system32/catroot2/{127d0a1d-4ef2-11d1-8608-00c04fc295ee}/catdb] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/catroot2/{127d0a1d-4ef2-11d1-8608-00c04fc295ee}/catdb | label=0 | frequency=1
[[Snapshot 0] [Node /windows/system32/msdtc.exe_2160] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/msdtc.exe_2160 | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/msdtc.exe] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/msdtc.exe | label=0 | frequency=1
[[Snapshot 0] [Node /windows/serviceprofiles/localservice/appdata/local/~fontcache-fontface.dat] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/serviceprofiles/localservice/appdata/local/~fontcache-fontface.dat | label=0 | frequency=2
[[Snapshot 0] [Node /windows/system32/logfiles/wmi/rtbackup/etwrtmsmppssession7.etl] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/logfiles/wmi/rtbackup/etwrtmsmppssession7.etl | label=0 | frequency=1
[[Snapshot 0] [Node /windows/system32/wbem/repository/index.btr] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/wbem/repository/index.btr | label=0 | frequency=1
[[Snapshot 0] [Node /windows/system32/wbem/repository/objects.data] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/wbem/repository/objects.data | label=0 | frequency=1
[[Snapshot 0] [Node /windows/serviceprofiles/localservice/appdata/local/~fontcache-system.dat] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/serviceprofiles/localservice/appdata/local/~fontcache-system.dat | label=0 | frequency=2
[[Snapshot 0] [Node /windows/system32/dllhost.exe_1884] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/dllhost.exe_1884 | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/dllhost.exe] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/dllhost.exe | label=0 | frequency=3
[[Snapshot 0] [Node c:"/programdata/microsoft/search/data/temp/usgthrsvc] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/programdata/microsoft/search/data/temp/usgthrsvc | label=0 | frequency=1
[[Snapshot 0] [Node /programdata/microsoft/search/data/temp/usgthrsvc] type=5 | type_name=PRINCIPAL_LOCAL | properties=/programdata/microsoft/search/data/temp/usgthrsvc | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/searchindexer.exe_2476] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/searchindexer.exe_2476 | label=0 | frequency=1
[[Snapshot 0] [Node /windows/system32/vssvc.exe_2368] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/vssvc.exe_2368 | label=0 | frequency=2
[[Snapshot 0] [Node c:"/windows/system32/vssvc.exe] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/vssvc.exe | label=0 | frequency=1
[[Snapshot 0] [Node NOPROCESSNAME_640] type=0 | type_name=SUBJECT_PROCESS | properties=NOPROCESSNAME_640 | label=0 | frequency=1
[[Snapshot 0] [Node connection_192.168.223.128_224.0.0.252] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.128_224.0.0.252 | label=0 | frequency=2
[[Snapshot 0] [Node session_224.0.0.252_5355] type=3 | type_name=NETFLOW_OBJECT | properties=session_224.0.0.252_5355 | label=0 | frequency=1
[[Snapshot 0] [Node session_192.168.223.128_58316] type=3 | type_name=NETFLOW_OBJECT | properties=session_192.168.223.128_58316 | label=0 | frequency=3
[[Snapshot 0] [Node connection_fe80::a14c:1f26:e307:b34d_ff02::1:3] type=3 | type_name=NETFLOW_OBJECT | properties=connection_fe80::a14c:1f26:e307:b34d_ff02::1:3 | label=0 | frequency=1
[[Snapshot 0] [Node 224.0.0.252] type=3 | type_name=NETFLOW_OBJECT | properties=224.0.0.252 | label=0 | frequency=3
[[Snapshot 0] [Node c:"/windows/system32/msdtc/trace/dtctrace.log] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/msdtc/trace/dtctrace.log | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/netjoin.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/netjoin.dll | label=0 | frequency=3
[[Snapshot 0] [Node c:"/windows/system32/kerberos.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/kerberos.dll | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/mswsock.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/mswsock.dll | label=0 | frequency=8
[[Snapshot 0] [Node c:"/windows/system32/logoncli.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/logoncli.dll | label=0 | frequency=2
[[Snapshot 0] [Node c:"/windows/system32/msv1_0.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/msv1_0.dll | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/wship6.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/wship6.dll | label=0 | frequency=8
[[Snapshot 0] [Node c:"/windows/system32/schannel.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/schannel.dll | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/dnsapi.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/dnsapi.dll | label=0 | frequency=4
[[Snapshot 0] [Node c:"/windows/system32/netlogon.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/netlogon.dll | label=0 | frequency=2
[[Snapshot 0] [Node /windows/system32/lsm.exe_532] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/lsm.exe_532 | label=0 | frequency=10
[[Snapshot 0] [Node c:"/windows/system32/credssp.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/credssp.dll | label=0 | frequency=11
[[Snapshot 0] [Node c:"/windows/system32/lsm.exe] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/lsm.exe | label=0 | frequency=2
[[Snapshot 0] [Node c:"/windows/system32/bcryptprimitives.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/bcryptprimitives.dll | label=0 | frequency=2
[[Snapshot 0] [Node c:"/windows/system32/ubpm.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/ubpm.dll | label=0 | frequency=2
[[Snapshot 0] [Node /windows/system32/svchost.exe_628] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/svchost.exe_628 | label=0 | frequency=22
[[Snapshot 0] [Node c:"/windows/system32/apphelp.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/apphelp.dll | label=0 | frequency=4
[[Snapshot 0] [Node c:"/windows/system32/umpo.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/umpo.dll | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/gpapi.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/gpapi.dll | label=0 | frequency=7
[[Snapshot 0] [Node c:"/windows/system32/devrtl.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/devrtl.dll | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/umpnpmgr.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/umpnpmgr.dll | label=0 | frequency=2
[[Snapshot 0] [Node c:"/windows/bootstat.dat] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/bootstat.dat | label=0 | frequency=1
[[Snapshot 0] [Node /windows/bootstat.dat] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/bootstat.dat | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/lsass.exe_524] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/lsass.exe_524 | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/pcwum.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/pcwum.dll | label=0 | frequency=5
[[Snapshot 0] [Node c:"/program files/vmware/vmware tools/vmacthlp.exe] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/program files/vmware/vmware tools/vmacthlp.exe | label=0 | frequency=2
[[Snapshot 0] [Node /program files/vmware/vmware tools/vmacthlp.exe_696] type=5 | type_name=PRINCIPAL_LOCAL | properties=/program files/vmware/vmware tools/vmacthlp.exe_696 | label=0 | frequency=12
[[Snapshot 0] [Node c:"/windows/winsxs/x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/winsxs/x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57 | label=0 | frequency=2
[[Snapshot 0] [Node c:"/windows/winsxs/x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57/msvcr90.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/winsxs/x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57/msvcr90.dll | label=0 | frequency=2
[[Snapshot 0] [Node c:"/windows/system32/shfolder.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/shfolder.dll | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows | label=0 | frequency=5
[[Snapshot 0] [Node c:"/program files/vmware/vmware tools] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/program files/vmware/vmware tools | label=0 | frequency=1
[[Snapshot 0] [Node /programdata/vmware/compatibility/virtual/cache.dat] type=5 | type_name=PRINCIPAL_LOCAL | properties=/programdata/vmware/compatibility/virtual/cache.dat | label=0 | frequency=2
[[Snapshot 0] [Node c:"/program files/vmware/vmware tools/vmacthlp.exe_696] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/program files/vmware/vmware tools/vmacthlp.exe_696 | label=0 | frequency=2
[[Snapshot 0] [Node c:"/windows/winsxs/x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57/msvcp90.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/winsxs/x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57/msvcp90.dll | label=0 | frequency=2
[[Snapshot 0] [Node /windows/system32/logonui.exe_828] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/logonui.exe_828 | label=0 | frequency=51
[[Snapshot 0] [Node NOPROCESSNAME_412] type=0 | type_name=SUBJECT_PROCESS | properties=NOPROCESSNAME_412 | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/wshtcpip.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/wshtcpip.dll | label=0 | frequency=8
[[Snapshot 0] [Node /windows/system32/svchost.exe_836] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/svchost.exe_836 | label=0 | frequency=44
[[Snapshot 0] [Node /windows/system32/svchost.exe_740] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/svchost.exe_740 | label=0 | frequency=23
[[Snapshot 0] [Node c:"/windows/system32/wshqos.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/wshqos.dll | label=0 | frequency=2
[[Snapshot 0] [Node c:"/windows/system32/rpcepmap.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/rpcepmap.dll | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/firewallapi.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/firewallapi.dll | label=0 | frequency=3
[[Snapshot 0] [Node /windows/system32/svchost.exe_880] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/svchost.exe_880 | label=0 | frequency=29
[[Snapshot 0] [Node /windows/system32/svchost.exe_912] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/svchost.exe_912 | label=0 | frequency=18
[[Snapshot 0] [Node c:"/windows/serviceprofiles/localservice/appdata/local/~fontcache-system.dat] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/serviceprofiles/localservice/appdata/local/~fontcache-system.dat | label=0 | frequency=1
[[Snapshot 0] [Node /windows/system32/svchost.exe_936] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/svchost.exe_936 | label=0 | frequency=48
[[Snapshot 0] [Node c:"/windows/system32/avrt.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/avrt.dll | label=0 | frequency=3
[[Snapshot 0] [Node c:"/windows/system32/ntmarta.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/ntmarta.dll | label=0 | frequency=5
[[Snapshot 0] [Node c:"/program files/common files/microsoft shared/equation] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/program files/common files/microsoft shared/equation | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/audiosrv.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/audiosrv.dll | label=0 | frequency=2
[[Snapshot 0] [Node c:"/windows/serviceprofiles/localservice/appdata/local/~fontcache-fontface.dat] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/serviceprofiles/localservice/appdata/local/~fontcache-fontface.dat | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/profsvc.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/profsvc.dll | label=0 | frequency=2
[[Snapshot 0] [Node c:"/windows/system32/wevtapi.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/wevtapi.dll | label=0 | frequency=3
[[Snapshot 0] [Node c:"/windows/system32/svchost.exe_836] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/svchost.exe_836 | label=0 | frequency=6
[[Snapshot 0] [Node c:"/windows/system32/svchost.exe_912] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/svchost.exe_912 | label=0 | frequency=4
[[Snapshot 0] [Node /windows/serviceprofiles/localservice/appdata/local/fontcache-fontface.dat] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/serviceprofiles/localservice/appdata/local/fontcache-fontface.dat | label=0 | frequency=1
[[Snapshot 0] [Node NOPROCESSNAME_836] type=0 | type_name=SUBJECT_PROCESS | properties=NOPROCESSNAME_836 | label=0 | frequency=2
[[Snapshot 0] [Node /windows/system32/audiodg.exe_1032] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/audiodg.exe_1032 | label=0 | frequency=14
[[Snapshot 0] [Node c:"/windows/system32/audiodg.exe] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/audiodg.exe | label=0 | frequency=3
[[Snapshot 0] [Node c:"/windows/system32/shacct.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/shacct.dll | label=0 | frequency=2
[[Snapshot 0] [Node /windows/setupact.log] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/setupact.log | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/svchost.exe_880] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/svchost.exe_880 | label=0 | frequency=2
[[Snapshot 0] [Node /windows/system32/winevt/logs/debugchannel.etl] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/winevt/logs/debugchannel.etl | label=0 | frequency=1
[[Snapshot 0] [Node /windows/system32/audiodg.exe_1024] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/audiodg.exe_1024 | label=0 | frequency=6
[[Snapshot 0] [Node c:"/windows/system32/user32.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/user32.dll | label=0 | frequency=1
[[Snapshot 0] [Node /windows/system32/winevt/logs/microsoft-windows-fault-tolerant-heap0x3e5operational.evtx] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/winevt/logs/microsoft-windows-fault-tolerant-heap0x3e5operational.evtx | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/apppatch/sysmain.sdb] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/apppatch/sysmain.sdb | label=0 | frequency=2
[[Snapshot 0] [Node c:"/windows/system32/samlib.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/samlib.dll | label=0 | frequency=4
[[Snapshot 0] [Node c:"/windows/system32/atl.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/atl.dll | label=0 | frequency=3
[[Snapshot 0] [Node c:"/windows/system32/nlaapi.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/nlaapi.dll | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/taskschd.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/taskschd.dll | label=0 | frequency=2
[[Snapshot 0] [Node c:"/windows/system32/cscsvc.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/cscsvc.dll | label=0 | frequency=2
[[Snapshot 0] [Node c:"/windows/system32/peerdist.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/peerdist.dll | label=0 | frequency=1
[[Snapshot 0] [Node /windows/system32/svchost.exe_1180] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/svchost.exe_1180 | label=0 | frequency=35
[[Snapshot 0] [Node NOPROCESSNAME_880] type=0 | type_name=SUBJECT_PROCESS | properties=NOPROCESSNAME_880 | label=0 | frequency=2
[[Snapshot 0] [Node c:"/windows/system32/comres.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/comres.dll | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/dsrole.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/dsrole.dll | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/slc.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/slc.dll | label=0 | frequency=5
[[Snapshot 0] [Node c:"/windows/system32/dhcpcsvc6.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/dhcpcsvc6.dll | label=0 | frequency=3
[[Snapshot 0] [Node c:"/windows/system32/dhcpcsvc.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/dhcpcsvc.dll | label=0 | frequency=3
[[Snapshot 0] [Node c:"/windows/system32/ktmw32.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/ktmw32.dll | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/fwpuclnt.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/fwpuclnt.dll | label=0 | frequency=4
[[Snapshot 0] [Node c:"/windows/system32/spoolsv.exe] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/spoolsv.exe | label=0 | frequency=2
[[Snapshot 0] [Node NOPROCESSNAME_936] type=0 | type_name=SUBJECT_PROCESS | properties=NOPROCESSNAME_936 | label=0 | frequency=2
[[Snapshot 0] [Node /windows/system32/spoolsv.exe_1296] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/spoolsv.exe_1296 | label=0 | frequency=27
[[Snapshot 0] [Node /windows/tasks/sa.dat] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/tasks/sa.dat | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/svchost.exe_936] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/svchost.exe_936 | label=0 | frequency=1
[[Snapshot 0] [Node c:"/windows/system32/fveapi.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/fveapi.dll | label=0 | frequency=1
[[Snapshot 0] [Node /windows/system32/svchost.exe_1324] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/svchost.exe_1324 | label=0 | frequency=34
[[Snapshot 0] [Node c:"/windows/system32/en-us/firewallapi.dll.mui] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/en-us/firewallapi.dll.mui | label=0 | frequency=1
