Variant_ID,Model,Condition,Strategy,Description,R1,R2,R3,Mean,UsabilityFlag
GPT4o-NoAttr-052,GPT-4o,w/o Attr Feasibility,Extension,node->ssh stage credential store,4,4,4,4.0,Y
GPT4o-NoAttr-053,GPT-4o,w/o Attr Feasibility,Extension,perl->scp stage credential store,4,4,4,4.0,Y
GPT4o-NoAttr-054,GPT-4o,w/o Attr Feasibility,Replacement,curl->python enumerate archive,2,2,2,2.0,N
GPT4o-NoAttr-055,GPT-4o,w/o Attr Feasibility,Rewriting,node->ssh transfer network socket,5,5,5,5.0,Y
GPT4o-NoAttr-056,GPT-4o,w/o Attr Feasibility,Extension,bash->scp transfer archive,4,4,4,4.0,Y
GPT4o-NoAttr-057,GPT-4o,w/o Attr Feasibility,Rewriting,perl->scp access shell history,5,5,5,5.0,Y
GPT4o-NoAttr-058,GPT-4o,w/o Attr Feasibility,Extension,tar->ssh access credential store,3,3,3,3.0,N
GPT4o-NoAttr-059,GPT-4o,w/o Attr Feasibility,Replacement,ssh->perl copy credential store,5,5,3,4.33,Y
GPT4o-NoAttr-060,GPT-4o,w/o Attr Feasibility,Extension,cron->scp enumerate credential store,3,3,3,3.0,N
GPT4o-NoAttr-061,GPT-4o,w/o Attr Feasibility,Replacement,python->node copy shell history,3,4,5,4.0,Y
GPT4o-NoAttr-062,GPT-4o,w/o Attr Feasibility,Rewriting,python->wget decode cache,5,5,5,5.0,Y
GPT4o-NoAttr-063,GPT-4o,w/o Attr Feasibility,Rewriting,scp->cron stage network socket,5,5,5,5.0,Y
GPT4o-NoAttr-064,GPT-4o,w/o Attr Feasibility,Replacement,cron->python access cache,4,4,5,4.33,Y
GPT4o-NoAttr-065,GPT-4o,w/o Attr Feasibility,Extension,scp->ssh enumerate cache,4,4,4,4.0,Y
GPT4o-NoAttr-066,GPT-4o,w/o Attr Feasibility,Replacement,java->ssh modify network socket,5,5,3,4.33,Y
GPT4o-NoAttr-067,GPT-4o,w/o Attr Feasibility,Rewriting,python->java execute shell history,3,3,3,3.0,N
GPT4o-NoAttr-068,GPT-4o,w/o Attr Feasibility,Rewriting,node->tar decode network socket,4,4,4,4.0,Y
GPT4o-NoAttr-069,GPT-4o,w/o Attr Feasibility,Rewriting,python->bash execute archive,4,4,4,4.0,Y
GPT4o-NoAttr-070,GPT-4o,w/o Attr Feasibility,Extension,curl->ssh modify cache,5,5,5,5.0,Y
GPT4o-NoAttr-071,GPT-4o,w/o Attr Feasibility,Replacement,python->java enumerate service,5,4,3,4.0,Y
GPT4o-NoAttr-072,GPT-4o,w/o Attr Feasibility,Rewriting,wget->ruby copy service,4,4,4,4.0,Y
GPT4o-NoAttr-073,GPT-4o,w/o Attr Feasibility,Extension,tar->ssh decode credential store,4,4,4,4.0,Y
GPT4o-NoAttr-074,GPT-4o,w/o Attr Feasibility,Replacement,node->bash access auth log,5,5,3,4.33,Y
GPT4o-NoAttr-075,GPT-4o,w/o Attr Feasibility,Extension,java->python transfer service,5,5,5,5.0,Y
GPT4o-NoAttr-076,GPT-4o,w/o Attr Feasibility,Extension,curl->wget copy service,4,4,4,4.0,Y
GPT4o-NoAttr-077,GPT-4o,w/o Attr Feasibility,Extension,ruby->scp enumerate shell history,4,4,4,4.0,Y
GPT4o-NoAttr-078,GPT-4o,w/o Attr Feasibility,Rewriting,perl->node enumerate auth log,1,4,3,2.67,N
GPT4o-NoAttr-079,GPT-4o,w/o Attr Feasibility,Rewriting,java->ruby decode service,1,4,4,3.0,N
GPT4o-NoAttr-080,GPT-4o,w/o Attr Feasibility,Replacement,wget->python modify service,4,4,4,4.0,Y
GPT4o-NoAttr-081,GPT-4o,w/o Attr Feasibility,Extension,node->java enumerate config,5,5,5,5.0,Y
GPT4o-NoAttr-082,GPT-4o,w/o Attr Feasibility,Extension,wget->cron enumerate shell history,5,5,5,5.0,Y
GPT4o-NoAttr-083,GPT-4o,w/o Attr Feasibility,Replacement,java->cron transfer archive,2,4,3,3.0,N
GPT4o-NoAttr-084,GPT-4o,w/o Attr Feasibility,Rewriting,tar->wget modify shell history,3,3,3,3.0,N
GPT4o-NoAttr-085,GPT-4o,w/o Attr Feasibility,Extension,perl->node execute service,3,3,3,3.0,N
GPT4o-NoAttr-086,GPT-4o,w/o Attr Feasibility,Extension,ssh->curl access auth log,4,4,4,4.0,Y
GPT4o-NoAttr-087,GPT-4o,w/o Attr Feasibility,Extension,wget->node decode auth log,1,3,2,2.0,N
GPT4o-NoAttr-088,GPT-4o,w/o Attr Feasibility,Extension,tar->bash transfer shell history,4,4,4,4.0,Y
GPT4o-NoAttr-089,GPT-4o,w/o Attr Feasibility,Rewriting,cron->bash execute config,1,1,1,1.0,N
GPT4o-NoAttr-090,GPT-4o,w/o Attr Feasibility,Replacement,ssh->python enumerate shell history,2,2,2,2.0,N
GPT4o-NoAttr-091,GPT-4o,w/o Attr Feasibility,Extension,ruby->cron stage network socket,4,4,4,4.0,Y
GPT4o-NoAttr-092,GPT-4o,w/o Attr Feasibility,Extension,perl->ssh access credential store,5,4,4,4.33,Y
GPT4o-NoAttr-093,GPT-4o,w/o Attr Feasibility,Extension,scp->wget enumerate cache,4,4,4,4.0,Y
GPT4o-NoAttr-094,GPT-4o,w/o Attr Feasibility,Extension,curl->scp copy cache,4,4,4,4.0,Y
GPT4o-NoAttr-095,GPT-4o,w/o Attr Feasibility,Extension,python->cron execute config,2,3,1,2.0,N
GPT4o-NoAttr-096,GPT-4o,w/o Attr Feasibility,Extension,java->python enumerate service,4,5,4,4.33,Y
GPT4o-NoAttr-097,GPT-4o,w/o Attr Feasibility,Extension,node->tar copy service,2,2,2,2.0,N
GPT4o-NoAttr-098,GPT-4o,w/o Attr Feasibility,Extension,python->java enumerate cache,4,4,4,4.0,Y
GPT4o-NoAttr-099,GPT-4o,w/o Attr Feasibility,Replacement,tar->scp enumerate credential store,3,3,3,3.0,N
GPT4o-NoAttr-100,GPT-4o,w/o Attr Feasibility,Extension,node->wget transfer shell history,4,5,5,4.67,Y
GPT4o-NoImp-001,GPT-4o,w/o Imperceptibility,Extension,java->ruby access auth log,4,5,4,4.33,Y
GPT4o-NoImp-002,GPT-4o,w/o Imperceptibility,Replacement,cron->wget access service,4,4,4,4.0,Y
GPT4o-NoImp-003,GPT-4o,w/o Imperceptibility,Extension,perl->python execute shell history,5,5,5,5.0,Y
GPT4o-NoImp-004,GPT-4o,w/o Imperceptibility,Rewriting,ruby->python access network socket,5,5,5,5.0,Y
GPT4o-NoImp-005,GPT-4o,w/o Imperceptibility,Extension,scp->cron transfer auth log,4,4,4,4.0,Y
GPT4o-NoImp-006,GPT-4o,w/o Imperceptibility,Replacement,perl->java copy config,4,4,4,4.0,Y
GPT4o-NoImp-007,GPT-4o,w/o Imperceptibility,Extension,python->perl copy credential store,4,4,4,4.0,Y
GPT4o-NoImp-008,GPT-4o,w/o Imperceptibility,Extension,curl->java copy network socket,4,3,5,4.0,Y
GPT4o-NoImp-009,GPT-4o,w/o Imperceptibility,Rewriting,wget->ruby execute credential store,4,4,4,4.0,Y
GPT4o-NoImp-010,GPT-4o,w/o Imperceptibility,Extension,ruby->scp access network socket,5,5,5,5.0,Y
GPT4o-NoImp-011,GPT-4o,w/o Imperceptibility,Replacement,python->cron modify credential store,4,4,4,4.0,Y
GPT4o-NoImp-012,GPT-4o,w/o Imperceptibility,Rewriting,scp->wget enumerate archive,4,4,4,4.0,Y
GPT4o-NoImp-013,GPT-4o,w/o Imperceptibility,Extension,ssh->curl stage auth log,4,4,4,4.0,Y
GPT4o-NoImp-014,GPT-4o,w/o Imperceptibility,Replacement,wget->ssh stage archive,5,5,5,5.0,Y
GPT4o-NoImp-015,GPT-4o,w/o Imperceptibility,Rewriting,ssh->java decode credential store,4,4,4,4.0,Y
GPT4o-NoImp-016,GPT-4o,w/o Imperceptibility,Replacement,python->node copy auth log,2,2,2,2.0,N
GPT4o-NoImp-017,GPT-4o,w/o Imperceptibility,Replacement,cron->ssh copy service,4,4,4,4.0,Y
GPT4o-NoImp-018,GPT-4o,w/o Imperceptibility,Rewriting,scp->ssh modify service,4,4,4,4.0,Y
GPT4o-NoImp-019,GPT-4o,w/o Imperceptibility,Extension,ssh->bash access shell history,5,5,5,5.0,Y
GPT4o-NoImp-020,GPT-4o,w/o Imperceptibility,Extension,java->perl access network socket,5,5,5,5.0,Y
GPT4o-NoImp-021,GPT-4o,w/o Imperceptibility,Rewriting,cron->wget enumerate shell history,4,4,4,4.0,Y
GPT4o-NoImp-022,GPT-4o,w/o Imperceptibility,Rewriting,python->bash modify cache,4,4,4,4.0,Y
GPT4o-NoImp-023,GPT-4o,w/o Imperceptibility,Extension,node->java enumerate auth log,3,5,5,4.33,Y
GPT4o-NoImp-024,GPT-4o,w/o Imperceptibility,Extension,python->java modify config,5,5,3,4.33,Y
GPT4o-NoImp-025,GPT-4o,w/o Imperceptibility,Extension,cron->java access archive,5,5,5,5.0,Y
GPT4o-NoImp-026,GPT-4o,w/o Imperceptibility,Extension,perl->ssh decode archive,4,4,4,4.0,Y
GPT4o-NoImp-027,GPT-4o,w/o Imperceptibility,Extension,ruby->wget execute shell history,4,5,5,4.67,Y
GPT4o-NoImp-028,GPT-4o,w/o Imperceptibility,Extension,java->scp decode network socket,4,4,4,4.0,Y
GPT4o-NoImp-029,GPT-4o,w/o Imperceptibility,Replacement,bash->scp access credential store,2,2,2,2.0,N
GPT4o-NoImp-030,GPT-4o,w/o Imperceptibility,Extension,tar->ssh modify credential store,5,4,4,4.33,Y
GPT4o-NoImp-031,GPT-4o,w/o Imperceptibility,Rewriting,node->bash decode network socket,4,4,4,4.0,Y
GPT4o-NoImp-032,GPT-4o,w/o Imperceptibility,Extension,curl->python copy auth log,4,4,4,4.0,Y
GPT4o-NoImp-033,GPT-4o,w/o Imperceptibility,Extension,python->scp stage network socket,4,4,4,4.0,Y
GPT4o-NoImp-034,GPT-4o,w/o Imperceptibility,Extension,node->curl transfer cache,4,4,4,4.0,Y
GPT4o-NoImp-035,GPT-4o,w/o Imperceptibility,Replacement,curl->ruby enumerate archive,4,4,4,4.0,Y
GPT4o-NoImp-036,GPT-4o,w/o Imperceptibility,Rewriting,ruby->node access config,4,4,4,4.0,Y
GPT4o-NoImp-037,GPT-4o,w/o Imperceptibility,Rewriting,curl->tar decode shell history,5,4,4,4.33,Y
GPT4o-NoImp-038,GPT-4o,w/o Imperceptibility,Rewriting,ruby->scp transfer shell history,5,5,3,4.33,Y
GPT4o-NoImp-039,GPT-4o,w/o Imperceptibility,Replacement,perl->node execute auth log,4,4,4,4.0,Y
GPT4o-NoImp-040,GPT-4o,w/o Imperceptibility,Extension,python->ruby transfer credential store,4,4,4,4.0,Y
GPT4o-NoImp-041,GPT-4o,w/o Imperceptibility,Extension,perl->ruby stage service,4,4,4,4.0,Y
GPT4o-NoImp-042,GPT-4o,w/o Imperceptibility,Extension,java->bash stage network socket,2,2,2,2.0,N
GPT4o-NoImp-043,GPT-4o,w/o Imperceptibility,Rewriting,perl->tar decode archive,4,4,4,4.0,Y
GPT4o-NoImp-044,GPT-4o,w/o Imperceptibility,Rewriting,tar->wget decode config,4,4,4,4.0,Y
GPT4o-NoImp-045,GPT-4o,w/o Imperceptibility,Extension,wget->cron access network socket,3,3,3,3.0,N
GPT4o-NoImp-046,GPT-4o,w/o Imperceptibility,Extension,bash->ruby execute network socket,5,5,5,5.0,Y
GPT4o-NoImp-047,GPT-4o,w/o Imperceptibility,Replacement,cron->node decode service,4,4,4,4.0,Y
GPT4o-NoImp-048,GPT-4o,w/o Imperceptibility,Replacement,scp->cron copy cache,4,4,4,4.0,Y
GPT4o-NoImp-049,GPT-4o,w/o Imperceptibility,Replacement,python->node execute service,4,4,4,4.0,Y
GPT4o-NoImp-050,GPT-4o,w/o Imperceptibility,Extension,java->tar access service,5,5,5,5.0,Y
GPT4o-NoImp-051,GPT-4o,w/o Imperceptibility,Rewriting,java->perl access network socket,2,4,3,3.0,N
GPT4o-NoImp-052,GPT-4o,w/o Imperceptibility,Extension,java->python access auth log,4,4,4,4.0,Y
GPT4o-NoImp-053,GPT-4o,w/o Imperceptibility,Rewriting,perl->ruby decode cache,5,5,5,5.0,Y
GPT4o-NoImp-054,GPT-4o,w/o Imperceptibility,Replacement,bash->wget enumerate archive,4,4,4,4.0,Y
GPT4o-NoImp-055,GPT-4o,w/o Imperceptibility,Extension,tar->python access cache,4,4,4,4.0,Y
GPT4o-NoImp-056,GPT-4o,w/o Imperceptibility,Rewriting,tar->java stage cache,5,4,3,4.0,Y
GPT4o-NoImp-057,GPT-4o,w/o Imperceptibility,Extension,perl->python decode cache,4,4,4,4.0,Y
GPT4o-NoImp-058,GPT-4o,w/o Imperceptibility,Extension,scp->java access shell history,2,2,2,2.0,N
GPT4o-NoImp-059,GPT-4o,w/o Imperceptibility,Extension,curl->perl enumerate network socket,5,5,5,5.0,Y
GPT4o-NoImp-060,GPT-4o,w/o Imperceptibility,Extension,bash->cron stage network socket,3,1,2,2.0,N
GPT4o-NoImp-061,GPT-4o,w/o Imperceptibility,Extension,python->cron access archive,1,1,1,1.0,N
GPT4o-NoImp-062,GPT-4o,w/o Imperceptibility,Replacement,python->ssh copy config,4,4,4,4.0,Y
GPT4o-NoImp-063,GPT-4o,w/o Imperceptibility,Extension,perl->ssh execute archive,5,5,3,4.33,Y
GPT4o-NoImp-064,GPT-4o,w/o Imperceptibility,Replacement,perl->curl execute archive,2,2,2,2.0,N
GPT4o-NoImp-065,GPT-4o,w/o Imperceptibility,Rewriting,bash->node stage service,5,4,5,4.67,Y
GPT4o-NoImp-066,GPT-4o,w/o Imperceptibility,Extension,tar->wget transfer archive,3,3,3,3.0,N
GPT4o-NoImp-067,GPT-4o,w/o Imperceptibility,Replacement,scp->bash stage network socket,5,5,5,5.0,Y
GPT4o-NoImp-068,GPT-4o,w/o Imperceptibility,Replacement,scp->node modify credential store,3,4,5,4.0,Y
GPT4o-NoImp-069,GPT-4o,w/o Imperceptibility,Extension,perl->ssh access network socket,4,4,4,4.0,Y
GPT4o-NoImp-070,GPT-4o,w/o Imperceptibility,Rewriting,python->node access config,5,5,5,5.0,Y
GPT4o-NoImp-071,GPT-4o,w/o Imperceptibility,Extension,curl->perl copy cache,4,4,4,4.0,Y
GPT4o-NoImp-072,GPT-4o,w/o Imperceptibility,Extension,curl->java access network socket,3,3,3,3.0,N
GPT4o-NoImp-073,GPT-4o,w/o Imperceptibility,Rewriting,ruby->ssh enumerate auth log,3,4,5,4.0,Y
GPT4o-NoImp-074,GPT-4o,w/o Imperceptibility,Replacement,cron->ruby access config,4,4,4,4.0,Y
GPT4o-NoImp-075,GPT-4o,w/o Imperceptibility,Rewriting,cron->curl execute service,4,4,4,4.0,Y
GPT4o-NoImp-076,GPT-4o,w/o Imperceptibility,Rewriting,bash->python access config,1,1,1,1.0,N
GPT4o-NoImp-077,GPT-4o,w/o Imperceptibility,Extension,bash->curl transfer network socket,4,4,4,4.0,Y
GPT4o-NoImp-078,GPT-4o,w/o Imperceptibility,Extension,scp->ssh access network socket,5,5,5,5.0,Y
GPT4o-NoImp-079,GPT-4o,w/o Imperceptibility,Replacement,ruby->node transfer shell history,5,5,5,5.0,Y
GPT4o-NoImp-080,GPT-4o,w/o Imperceptibility,Replacement,wget->ruby access auth log,4,4,4,4.0,Y
GPT4o-NoImp-081,GPT-4o,w/o Imperceptibility,Rewriting,scp->tar stage cache,5,5,5,5.0,Y
GPT4o-NoImp-082,GPT-4o,w/o Imperceptibility,Rewriting,tar->wget decode shell history,5,3,4,4.0,Y
GPT4o-NoImp-083,GPT-4o,w/o Imperceptibility,Replacement,java->curl stage shell history,4,4,4,4.0,Y
GPT4o-NoImp-084,GPT-4o,w/o Imperceptibility,Replacement,curl->perl copy shell history,4,4,4,4.0,Y
GPT4o-NoImp-085,GPT-4o,w/o Imperceptibility,Rewriting,tar->scp enumerate credential store,5,5,5,5.0,Y
GPT4o-NoImp-086,GPT-4o,w/o Imperceptibility,Extension,curl->scp decode archive,4,4,4,4.0,Y
GPT4o-NoImp-087,GPT-4o,w/o Imperceptibility,Rewriting,python->java enumerate shell history,5,5,5,5.0,Y
GPT4o-NoImp-088,GPT-4o,w/o Imperceptibility,Replacement,scp->tar transfer shell history,4,5,3,4.0,Y
GPT4o-NoImp-089,GPT-4o,w/o Imperceptibility,Rewriting,cron->bash copy archive,5,5,5,5.0,Y
GPT4o-NoImp-090,GPT-4o,w/o Imperceptibility,Rewriting,perl->tar decode archive,4,4,4,4.0,Y
GPT4o-NoImp-091,GPT-4o,w/o Imperceptibility,Rewriting,tar->cron decode service,5,5,5,5.0,Y
GPT4o-NoImp-092,GPT-4o,w/o Imperceptibility,Extension,node->perl enumerate config,5,5,5,5.0,Y
GPT4o-NoImp-093,GPT-4o,w/o Imperceptibility,Rewriting,ruby->wget execute cache,4,1,4,3.0,N
GPT4o-NoImp-094,GPT-4o,w/o Imperceptibility,Rewriting,node->cron decode credential store,3,4,5,4.0,Y
GPT4o-NoImp-095,GPT-4o,w/o Imperceptibility,Replacement,java->cron modify config,4,4,4,4.0,Y
GPT4o-NoImp-096,GPT-4o,w/o Imperceptibility,Rewriting,bash->node stage auth log,5,5,5,5.0,Y
GPT4o-NoImp-097,GPT-4o,w/o Imperceptibility,Replacement,perl->curl execute cache,4,4,4,4.0,Y
GPT4o-NoImp-098,GPT-4o,w/o Imperceptibility,Extension,bash->cron decode auth log,3,5,4,4.0,Y
GPT4o-NoImp-099,GPT-4o,w/o Imperceptibility,Extension,perl->scp decode credential store,3,2,1,2.0,N
GPT4o-NoImp-100,GPT-4o,w/o Imperceptibility,Replacement,wget->ssh stage config,1,1,1,1.0,N
GPT4o-NoHard-001,GPT-4o,w/o Hardness,Replacement,ruby->ssh enumerate archive,3,3,3,3.0,N
GPT4o-NoHard-002,GPT-4o,w/o Hardness,Rewriting,cron->java enumerate archive,4,4,4,4.0,Y
GPT4o-NoHard-003,GPT-4o,w/o Hardness,Extension,cron->python modify service,5,5,5,5.0,Y
GPT4o-NoHard-004,GPT-4o,w/o Hardness,Replacement,curl->cron modify service,4,4,4,4.0,Y
GPT4o-NoHard-005,GPT-4o,w/o Hardness,Replacement,cron->java execute shell history,3,3,3,3.0,N
GPT4o-NoHard-006,GPT-4o,w/o Hardness,Extension,curl->wget copy network socket,4,4,4,4.0,Y
GPT4o-NoHard-007,GPT-4o,w/o Hardness,Replacement,node->perl modify cache,5,5,5,5.0,Y
GPT4o-NoHard-008,GPT-4o,w/o Hardness,Rewriting,python->scp enumerate auth log,5,5,5,5.0,Y
GPT4o-NoHard-009,GPT-4o,w/o Hardness,Rewriting,bash->curl modify cache,4,4,4,4.0,Y
GPT4o-NoHard-010,GPT-4o,w/o Hardness,Extension,cron->tar decode archive,4,4,4,4.0,Y
GPT4o-NoHard-011,GPT-4o,w/o Hardness,Replacement,scp->python enumerate service,5,5,5,5.0,Y
GPT4o-NoHard-012,GPT-4o,w/o Hardness,Replacement,bash->ruby transfer archive,4,4,4,4.0,Y
GPT4o-NoHard-013,GPT-4o,w/o Hardness,Replacement,python->scp transfer shell history,5,5,3,4.33,Y
GPT4o-NoHard-014,GPT-4o,w/o Hardness,Extension,scp->ruby stage config,5,5,3,4.33,Y
GPT4o-NoHard-015,GPT-4o,w/o Hardness,Replacement,python->tar copy archive,5,5,5,5.0,Y
GPT4o-NoHard-016,GPT-4o,w/o Hardness,Extension,ssh->ruby copy network socket,5,5,5,5.0,Y
GPT4o-NoHard-017,GPT-4o,w/o Hardness,Extension,java->perl enumerate credential store,3,3,3,3.0,N
GPT4o-NoHard-018,GPT-4o,w/o Hardness,Extension,perl->bash decode credential store,4,4,4,4.0,Y
GPT4o-NoHard-019,GPT-4o,w/o Hardness,Replacement,ruby->cron execute service,5,5,5,5.0,Y
GPT4o-NoHard-020,GPT-4o,w/o Hardness,Rewriting,tar->wget modify shell history,3,3,3,3.0,N
GPT4o-NoHard-021,GPT-4o,w/o Hardness,Rewriting,python->curl access shell history,5,4,5,4.67,Y
GPT4o-NoHard-022,GPT-4o,w/o Hardness,Extension,bash->tar modify config,5,4,4,4.33,Y
GPT4o-NoHard-023,GPT-4o,w/o Hardness,Extension,bash->ruby stage shell history,4,4,4,4.0,Y
GPT4o-NoHard-024,GPT-4o,w/o Hardness,Replacement,ruby->python transfer auth log,3,4,5,4.0,Y
GPT4o-NoHard-025,GPT-4o,w/o Hardness,Rewriting,tar->node execute archive,3,2,4,3.0,N
GPT4o-NoHard-026,GPT-4o,w/o Hardness,Replacement,ssh->wget modify shell history,5,4,3,4.0,Y
GPT4o-NoHard-027,GPT-4o,w/o Hardness,Extension,node->ruby decode archive,3,3,3,3.0,N
GPT4o-NoHard-028,GPT-4o,w/o Hardness,Rewriting,wget->bash stage network socket,4,4,4,4.0,Y
GPT4o-NoHard-029,GPT-4o,w/o Hardness,Extension,scp->wget copy service,4,4,4,4.0,Y
GPT4o-NoHard-030,GPT-4o,w/o Hardness,Extension,cron->perl transfer config,5,5,5,5.0,Y
GPT4o-NoHard-031,GPT-4o,w/o Hardness,Extension,ssh->bash modify cache,5,5,4,4.67,Y
GPT4o-NoHard-032,GPT-4o,w/o Hardness,Rewriting,node->cron execute archive,4,4,4,4.0,Y
GPT4o-NoHard-033,GPT-4o,w/o Hardness,Replacement,curl->ruby stage credential store,4,4,4,4.0,Y
GPT4o-NoHard-034,GPT-4o,w/o Hardness,Rewriting,perl->java modify service,4,4,4,4.0,Y
GPT4o-NoHard-035,GPT-4o,w/o Hardness,Extension,java->node stage cache,5,5,4,4.67,Y
GPT4o-NoHard-036,GPT-4o,w/o Hardness,Extension,bash->curl execute network socket,5,3,5,4.33,Y
GPT4o-NoHard-037,GPT-4o,w/o Hardness,Rewriting,ssh->tar transfer archive,4,4,5,4.33,Y
GPT4o-NoHard-038,GPT-4o,w/o Hardness,Replacement,tar->node execute service,5,5,5,5.0,Y
GPT4o-NoHard-039,GPT-4o,w/o Hardness,Extension,python->cron decode auth log,4,4,4,4.0,Y
GPT4o-NoHard-040,GPT-4o,w/o Hardness,Extension,cron->ruby copy cache,4,5,4,4.33,Y
GPT4o-NoHard-041,GPT-4o,w/o Hardness,Extension,node->scp enumerate archive,4,4,4,4.0,Y
GPT4o-NoHard-042,GPT-4o,w/o Hardness,Replacement,python->perl stage network socket,5,5,3,4.33,Y
GPT4o-NoHard-043,GPT-4o,w/o Hardness,Extension,wget->curl execute network socket,4,4,4,4.0,Y
GPT4o-NoHard-044,GPT-4o,w/o Hardness,Extension,tar->python execute service,4,4,4,4.0,Y
GPT4o-NoHard-045,GPT-4o,w/o Hardness,Extension,tar->curl access credential store,4,4,4,4.0,Y
GPT4o-NoHard-046,GPT-4o,w/o Hardness,Extension,cron->curl modify network socket,4,4,4,4.0,Y
GPT4o-NoHard-047,GPT-4o,w/o Hardness,Extension,tar->java execute auth log,4,4,4,4.0,Y
GPT4o-NoHard-048,GPT-4o,w/o Hardness,Extension,cron->node stage shell history,5,5,5,5.0,Y
GPT4o-NoHard-049,GPT-4o,w/o Hardness,Replacement,perl->ruby stage service,4,4,4,4.0,Y
GPT4o-NoHard-050,GPT-4o,w/o Hardness,Replacement,node->java enumerate credential store,5,5,5,5.0,Y
GPT4o-NoHard-051,GPT-4o,w/o Hardness,Replacement,perl->python execute service,4,4,4,4.0,Y
GPT4o-NoHard-052,GPT-4o,w/o Hardness,Rewriting,ssh->tar execute cache,4,5,3,4.0,Y
GPT4o-NoHard-053,GPT-4o,w/o Hardness,Rewriting,wget->perl decode config,4,4,4,4.0,Y
GPT4o-NoHard-054,GPT-4o,w/o Hardness,Extension,bash->ssh decode auth log,5,5,5,5.0,Y
GPT4o-NoHard-055,GPT-4o,w/o Hardness,Extension,scp->ssh decode config,4,4,4,4.0,Y
GPT4o-NoHard-056,GPT-4o,w/o Hardness,Replacement,bash->curl transfer shell history,3,5,5,4.33,Y
GPT4o-NoHard-057,GPT-4o,w/o Hardness,Extension,bash->ruby execute credential store,5,3,4,4.0,Y
GPT4o-NoHard-058,GPT-4o,w/o Hardness,Extension,node->python transfer network socket,5,5,5,5.0,Y
GPT4o-NoHard-059,GPT-4o,w/o Hardness,Replacement,curl->java execute shell history,1,1,1,1.0,N
GPT4o-NoHard-060,GPT-4o,w/o Hardness,Replacement,wget->bash access service,4,4,4,4.0,Y
GPT4o-NoHard-061,GPT-4o,w/o Hardness,Rewriting,ssh->wget copy network socket,4,4,4,4.0,Y
GPT4o-NoHard-062,GPT-4o,w/o Hardness,Rewriting,curl->python access cache,5,5,5,5.0,Y
GPT4o-NoHard-063,GPT-4o,w/o Hardness,Replacement,curl->java transfer service,4,4,4,4.0,Y
GPT4o-NoHard-064,GPT-4o,w/o Hardness,Rewriting,bash->cron copy config,5,5,5,5.0,Y
GPT4o-NoHard-065,GPT-4o,w/o Hardness,Extension,node->ruby execute credential store,4,4,4,4.0,Y
GPT4o-NoHard-066,GPT-4o,w/o Hardness,Extension,java->python transfer credential store,4,4,4,4.0,Y
GPT4o-NoHard-067,GPT-4o,w/o Hardness,Replacement,scp->ssh copy cache,4,4,4,4.0,Y
GPT4o-NoHard-068,GPT-4o,w/o Hardness,Replacement,wget->bash execute archive,5,5,5,5.0,Y
GPT4o-NoHard-069,GPT-4o,w/o Hardness,Replacement,java->ssh decode network socket,5,5,5,5.0,Y
GPT4o-NoHard-070,GPT-4o,w/o Hardness,Rewriting,python->ruby copy cache,4,4,4,4.0,Y
GPT4o-NoHard-071,GPT-4o,w/o Hardness,Extension,cron->bash copy service,4,4,4,4.0,Y
GPT4o-NoHard-072,GPT-4o,w/o Hardness,Replacement,node->cron transfer cache,4,3,4,3.67,N
GPT4o-NoHard-073,GPT-4o,w/o Hardness,Replacement,curl->tar access auth log,3,4,2,3.0,N
GPT4o-NoHard-074,GPT-4o,w/o Hardness,Replacement,node->ruby transfer config,4,4,4,4.0,Y
GPT4o-NoHard-075,GPT-4o,w/o Hardness,Extension,perl->python decode auth log,4,4,4,4.0,Y
GPT4o-NoHard-076,GPT-4o,w/o Hardness,Rewriting,python->ruby decode network socket,3,3,3,3.0,N
GPT4o-NoHard-077,GPT-4o,w/o Hardness,Replacement,scp->ruby access auth log,5,4,5,4.67,Y
GPT4o-NoHard-078,GPT-4o,w/o Hardness,Rewriting,cron->java stage cache,4,4,4,4.0,Y
GPT4o-NoHard-079,GPT-4o,w/o Hardness,Rewriting,python->java enumerate shell history,4,4,4,4.0,Y
GPT4o-NoHard-080,GPT-4o,w/o Hardness,Replacement,node->perl copy auth log,4,4,4,4.0,Y
GPT4o-NoHard-081,GPT-4o,w/o Hardness,Replacement,cron->tar copy auth log,4,4,4,4.0,Y
GPT4o-NoHard-082,GPT-4o,w/o Hardness,Rewriting,scp->ssh stage archive,4,4,4,4.0,Y
GPT4o-NoHard-083,GPT-4o,w/o Hardness,Replacement,cron->scp stage archive,4,4,5,4.33,Y
GPT4o-NoHard-084,GPT-4o,w/o Hardness,Extension,python->cron decode cache,1,1,1,1.0,N
GPT4o-NoHard-085,GPT-4o,w/o Hardness,Rewriting,curl->java modify network socket,4,4,5,4.33,Y
GPT4o-NoHard-086,GPT-4o,w/o Hardness,Replacement,perl->ssh copy network socket,4,4,4,4.0,Y
GPT4o-NoHard-087,GPT-4o,w/o Hardness,Replacement,wget->bash modify archive,5,5,5,5.0,Y
GPT4o-NoHard-088,GPT-4o,w/o Hardness,Extension,wget->java decode credential store,3,5,5,4.33,Y
GPT4o-NoHard-089,GPT-4o,w/o Hardness,Rewriting,scp->cron decode service,3,5,4,4.0,Y
GPT4o-NoHard-090,GPT-4o,w/o Hardness,Rewriting,ruby->wget execute auth log,4,4,4,4.0,Y
